userid,sessionid,session_duration,click_frequency,product_switch_count,purchase_ratio,cart_abandonment,cluster,user_segment,loss_aversion,comparison_overload,decision_fatigue,impulsive_behavior
9,2,3600.0,7,4,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
9,3,3600.0,10,3,0.2,0.0,1,Impulsive Buyers,0,0,0,0
9,4,3600.0,10,3,0.1,0.0,1,Impulsive Buyers,0,0,0,0
9,5,3600.0,5,2,0.2,0.0,3,Hesitant Users,0,0,0,0
9,6,3600.0,10,6,0.2,0.0,1,Impulsive Buyers,0,1,0,0
9,7,3600.0,7,3,0.2857142857142857,0.0,3,Hesitant Users,0,0,0,0
9,8,3600.0,10,4,0.1,0.0,1,Impulsive Buyers,0,0,0,0
9,9,3600.0,7,5,0.4285714285714285,0.0,3,Hesitant Users,0,0,0,0
9,10,3600.0,9,6,0.3333333333333333,0.0,1,Impulsive Buyers,0,1,0,0
10,1,3600.0,6,2,0.0,1.0,2,Loyal Users,1,0,1,0
10,2,3600.0,9,2,0.0,0.0,0,Explorers,0,0,0,0
10,3,3600.0,10,4,0.2,0.0,1,Impulsive Buyers,0,0,0,0
10,4,3600.0,8,5,0.375,0.0,1,Impulsive Buyers,0,0,0,0
10,5,3600.0,7,2,0.0,1.0,2,Loyal Users,1,0,1,0
10,6,3600.0,10,6,0.4,0.0,1,Impulsive Buyers,0,1,0,0
10,7,3600.0,6,5,0.5,0.0,3,Hesitant Users,0,0,0,0
10,8,3600.0,6,0,0.0,0.0,0,Explorers,0,0,0,0
10,9,3600.0,10,5,0.3,0.0,1,Impulsive Buyers,0,0,0,0
10,10,3600.0,9,4,0.3333333333333333,0.0,1,Impulsive Buyers,0,0,0,0
11,1,3600.0,6,2,0.0,1.0,2,Loyal Users,1,0,1,0
11,2,3600.0,7,0,0.0,0.0,0,Explorers,0,0,0,0
11,3,3600.0,8,4,0.125,0.0,1,Impulsive Buyers,0,0,0,0
11,4,3600.0,8,5,0.25,0.0,1,Impulsive Buyers,0,0,0,0
11,5,3600.0,9,2,0.0,1.0,2,Loyal Users,1,0,1,0
11,6,3600.0,10,3,0.1,0.0,1,Impulsive Buyers,0,0,0,0
11,7,3600.0,10,7,0.1,0.0,1,Impulsive Buyers,0,1,0,0
11,8,3600.0,10,2,0.1,0.0,1,Impulsive Buyers,0,0,0,0
11,9,3600.0,8,5,0.25,0.0,1,Impulsive Buyers,0,0,0,0
11,10,3600.0,9,5,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
12,1,3600.0,8,3,0.0,1.0,2,Loyal Users,1,0,1,0
12,2,3600.0,10,3,0.1,0.0,1,Impulsive Buyers,0,0,0,0
12,3,3600.0,6,0,0.0,0.0,0,Explorers,0,0,0,0
12,4,3600.0,8,3,0.0,1.0,2,Loyal Users,1,0,1,0
12,5,3600.0,5,4,0.4,0.0,3,Hesitant Users,0,0,0,0
12,6,3600.0,8,4,0.375,0.0,1,Impulsive Buyers,0,0,0,0
12,7,3600.0,10,5,0.0,1.0,2,Loyal Users,1,0,1,0
12,8,3600.0,8,6,0.5,0.0,1,Impulsive Buyers,0,1,0,0
12,9,3600.0,9,5,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
12,10,3600.0,8,2,0.125,0.0,0,Explorers,0,0,0,0
13,1,3600.0,6,4,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
13,2,3600.0,5,3,0.0,1.0,2,Loyal Users,0,0,1,0
13,3,3600.0,8,4,0.125,0.0,1,Impulsive Buyers,0,0,0,0
13,4,3600.0,6,3,0.3333333333333333,0.0,3,Hesitant Users,0,0,0,0
13,5,3600.0,5,3,0.4,0.0,3,Hesitant Users,0,0,0,0
13,6,3600.0,7,3,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
13,7,3600.0,9,5,0.0,1.0,2,Loyal Users,1,0,1,0
13,8,3600.0,5,3,0.2,0.0,3,Hesitant Users,0,0,0,0
13,9,3600.0,10,6,0.4,0.0,1,Impulsive Buyers,0,1,0,0
13,10,3600.0,6,2,0.0,0.0,0,Explorers,0,0,0,0
14,1,3600.0,9,5,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
14,2,3600.0,7,5,0.0,1.0,2,Loyal Users,1,0,1,0
14,3,3600.0,8,3,0.0,1.0,2,Loyal Users,1,0,1,0
14,4,3600.0,9,2,0.1111111111111111,0.0,0,Explorers,0,0,0,0
14,5,3600.0,10,4,0.1,0.0,1,Impulsive Buyers,0,0,0,0
14,6,3600.0,10,2,0.1,0.0,1,Impulsive Buyers,0,0,0,0
14,7,3600.0,10,3,0.0,1.0,2,Loyal Users,1,0,1,0
14,8,3600.0,8,2,0.0,1.0,2,Loyal Users,1,0,1,0
14,9,3600.0,7,2,0.1428571428571428,0.0,0,Explorers,0,0,0,0
14,10,3600.0,9,6,0.3333333333333333,0.0,1,Impulsive Buyers,0,1,0,0
15,1,3600.0,5,1,0.2,0.0,3,Hesitant Users,0,0,0,0
15,2,3600.0,10,6,0.2,0.0,1,Impulsive Buyers,0,1,0,0
15,3,3600.0,6,2,0.0,1.0,2,Loyal Users,1,0,1,0
15,4,3600.0,6,2,0.0,0.0,0,Explorers,0,0,0,0
15,5,3600.0,7,4,0.2857142857142857,0.0,3,Hesitant Users,0,0,0,0
15,6,3600.0,8,4,0.375,0.0,1,Impulsive Buyers,0,0,0,0
15,7,3600.0,7,4,0.2857142857142857,0.0,3,Hesitant Users,0,0,0,0
15,8,3600.0,9,3,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
15,9,3600.0,6,2,0.0,1.0,2,Loyal Users,1,0,1,0
15,10,3600.0,7,4,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
16,1,3600.0,7,3,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
16,2,3600.0,8,3,0.125,0.0,1,Impulsive Buyers,0,0,0,0
16,3,3600.0,10,4,0.1,0.0,1,Impulsive Buyers,0,0,0,0
16,4,3600.0,5,2,0.2,0.0,3,Hesitant Users,0,0,0,0
16,5,3600.0,7,2,0.0,1.0,2,Loyal Users,1,0,1,0
16,6,3600.0,7,3,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
16,7,3600.0,9,3,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
16,8,3600.0,10,3,0.2,0.0,1,Impulsive Buyers,0,0,0,0
16,9,3600.0,9,5,0.0,1.0,2,Loyal Users,1,0,1,0
16,10,3600.0,5,2,0.2,0.0,3,Hesitant Users,0,0,0,0
17,1,3600.0,6,4,0.0,1.0,2,Loyal Users,1,0,1,0
17,2,3600.0,9,5,0.2222222222222222,0.0,1,Impulsive Buyers,0,0,0,0
17,3,3600.0,5,4,0.2,0.0,3,Hesitant Users,0,0,0,0
17,4,3600.0,8,5,0.125,0.0,1,Impulsive Buyers,0,0,0,0
17,5,3600.0,7,4,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
17,6,3600.0,10,4,0.2,0.0,1,Impulsive Buyers,0,0,0,0
17,7,3600.0,5,3,0.2,0.0,3,Hesitant Users,0,0,0,0
17,8,3600.0,10,6,0.3,0.0,1,Impulsive Buyers,0,1,0,0
17,9,3600.0,9,5,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
17,10,3600.0,6,3,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
18,1,3600.0,9,4,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
18,2,3600.0,7,3,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
18,3,3600.0,5,3,0.2,0.0,3,Hesitant Users,0,0,0,0
18,4,3600.0,10,6,0.1,0.0,1,Impulsive Buyers,0,1,0,0
18,5,3600.0,9,4,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
18,6,3600.0,9,1,0.0,1.0,2,Loyal Users,1,0,1,0
18,7,3600.0,8,3,0.125,0.0,1,Impulsive Buyers,0,0,0,0
18,8,3600.0,7,1,0.0,0.0,0,Explorers,0,0,0,0
18,9,3600.0,8,3,0.25,0.0,3,Hesitant Users,0,0,0,0
18,10,3600.0,7,4,0.2857142857142857,0.0,3,Hesitant Users,0,0,0,0
19,1,3600.0,9,4,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
19,2,3600.0,8,2,0.0,0.0,0,Explorers,0,0,0,0
19,3,3600.0,7,2,0.0,0.0,0,Explorers,0,0,0,0
19,4,3600.0,5,2,0.4,0.0,3,Hesitant Users,0,0,0,0
19,5,3600.0,5,1,0.2,0.0,3,Hesitant Users,0,0,0,0
19,6,3600.0,5,1,0.0,0.0,0,Explorers,0,0,0,0
19,7,3600.0,7,4,0.2857142857142857,0.0,3,Hesitant Users,0,0,0,0
19,8,3600.0,6,3,0.3333333333333333,0.0,3,Hesitant Users,0,0,0,0
19,9,3600.0,6,2,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
19,10,3600.0,6,4,0.3333333333333333,0.0,3,Hesitant Users,0,0,0,0
20,1,3600.0,10,5,0.2,0.0,1,Impulsive Buyers,0,0,0,0
20,2,3600.0,10,6,0.0,1.0,2,Loyal Users,1,1,1,0
20,3,3600.0,8,4,0.25,0.0,1,Impulsive Buyers,0,0,0,0
20,4,3600.0,10,6,0.3,0.0,1,Impulsive Buyers,0,1,0,0
20,5,3600.0,6,1,0.1666666666666666,0.0,0,Explorers,0,0,0,0
20,6,3600.0,6,3,0.0,1.0,2,Loyal Users,1,0,1,0
20,7,3600.0,5,0,0.0,0.0,0,Explorers,0,0,0,0
20,8,3600.0,8,3,0.0,1.0,2,Loyal Users,1,0,1,0
20,9,3600.0,5,2,0.0,1.0,2,Loyal Users,0,0,1,0
20,10,3600.0,8,5,0.0,1.0,2,Loyal Users,1,0,1,0
21,1,3600.0,9,3,0.0,1.0,2,Loyal Users,1,0,1,0
21,2,3600.0,6,4,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
21,3,3600.0,10,7,0.0,1.0,2,Loyal Users,1,1,1,0
21,4,3600.0,6,1,0.0,0.0,0,Explorers,0,0,0,0
21,5,3600.0,8,3,0.125,0.0,1,Impulsive Buyers,0,0,0,0
21,6,3600.0,7,2,0.1428571428571428,0.0,0,Explorers,0,0,0,0
21,7,3600.0,10,3,0.1,0.0,1,Impulsive Buyers,0,0,0,0
21,8,3600.0,9,3,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
21,9,3600.0,7,2,0.0,1.0,2,Loyal Users,1,0,1,0
21,10,3600.0,6,2,0.0,1.0,2,Loyal Users,1,0,1,0
22,1,3600.0,6,3,0.0,1.0,2,Loyal Users,1,0,1,0
22,2,3600.0,8,3,0.25,0.0,3,Hesitant Users,0,0,0,0
22,3,3600.0,7,2,0.0,1.0,2,Loyal Users,1,0,1,0
22,4,3600.0,9,1,0.0,0.0,0,Explorers,0,0,0,0
22,5,3600.0,6,2,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
22,6,3600.0,7,2,0.1428571428571428,0.0,0,Explorers,0,0,0,0
22,7,3600.0,6,3,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
22,8,3600.0,8,4,0.0,1.0,2,Loyal Users,1,0,1,0
22,9,3600.0,10,3,0.0,1.0,2,Loyal Users,1,0,1,0
22,10,3600.0,5,1,0.0,1.0,2,Loyal Users,0,0,1,0
23,1,3600.0,6,3,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
23,2,3600.0,5,2,0.2,0.0,3,Hesitant Users,0,0,0,0
23,3,3600.0,9,5,0.3333333333333333,0.0,1,Impulsive Buyers,0,0,0,0
23,4,3600.0,8,4,0.125,0.0,1,Impulsive Buyers,0,0,0,0
23,5,3600.0,6,1,0.0,0.0,0,Explorers,0,0,0,0
23,6,3600.0,9,6,0.1111111111111111,0.0,1,Impulsive Buyers,0,1,0,0
23,7,3600.0,8,2,0.125,0.0,0,Explorers,0,0,0,0
23,8,3600.0,7,3,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
23,9,3600.0,8,3,0.0,1.0,2,Loyal Users,1,0,1,0
23,10,3600.0,9,5,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
24,1,3600.0,7,4,0.0,1.0,2,Loyal Users,1,0,1,0
24,2,3600.0,6,2,0.3333333333333333,0.0,3,Hesitant Users,0,0,0,0
24,3,3600.0,6,0,0.0,0.0,0,Explorers,0,0,0,0
24,4,3600.0,8,4,0.25,0.0,1,Impulsive Buyers,0,0,0,0
24,5,3600.0,7,4,0.4285714285714285,0.0,3,Hesitant Users,0,0,0,0
24,6,3600.0,10,4,0.1,0.0,1,Impulsive Buyers,0,0,0,0
24,7,3600.0,10,6,0.1,0.0,1,Impulsive Buyers,0,1,0,0
24,8,3600.0,10,4,0.1,0.0,1,Impulsive Buyers,0,0,0,0
24,9,3600.0,5,1,0.0,0.0,0,Explorers,0,0,0,0
24,10,3600.0,5,1,0.2,0.0,3,Hesitant Users,0,0,0,0
25,1,3600.0,10,5,0.3,0.0,1,Impulsive Buyers,0,0,0,0
25,2,3600.0,8,2,0.125,0.0,0,Explorers,0,0,0,0
25,3,3600.0,5,2,0.0,1.0,2,Loyal Users,0,0,1,0
25,4,3600.0,5,3,0.2,0.0,3,Hesitant Users,0,0,0,0
25,5,3600.0,9,6,0.4444444444444444,0.0,1,Impulsive Buyers,0,1,0,0
25,6,3600.0,6,4,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
25,7,3600.0,5,2,0.2,0.0,3,Hesitant Users,0,0,0,0
25,8,3600.0,7,3,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
25,9,3600.0,7,6,0.1428571428571428,0.0,1,Impulsive Buyers,0,1,0,0
25,10,3600.0,9,3,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
26,1,3600.0,6,1,0.0,1.0,2,Loyal Users,1,0,1,0
26,2,3600.0,7,5,0.4285714285714285,0.0,3,Hesitant Users,0,0,0,0
26,3,3600.0,9,6,0.1111111111111111,0.0,1,Impulsive Buyers,0,1,0,0
26,4,3600.0,5,2,0.2,0.0,3,Hesitant Users,0,0,0,0
26,5,3600.0,10,4,0.0,1.0,2,Loyal Users,1,0,1,0
26,6,3600.0,8,4,0.125,0.0,1,Impulsive Buyers,0,0,0,0
26,7,3600.0,8,6,0.375,0.0,1,Impulsive Buyers,0,1,0,0
26,8,3600.0,7,3,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
26,9,3600.0,10,5,0.1,0.0,1,Impulsive Buyers,0,0,0,0
26,10,3600.0,6,3,0.0,1.0,2,Loyal Users,1,0,1,0
27,1,3600.0,5,2,0.4,0.0,3,Hesitant Users,0,0,0,0
27,2,3600.0,5,1,0.2,0.0,3,Hesitant Users,0,0,0,0
27,3,3600.0,10,5,0.1,0.0,1,Impulsive Buyers,0,0,0,0
27,4,3600.0,5,3,0.4,0.0,3,Hesitant Users,0,0,0,0
27,5,3600.0,8,2,0.0,1.0,2,Loyal Users,1,0,1,0
27,6,3600.0,7,2,0.1428571428571428,0.0,0,Explorers,0,0,0,0
27,7,3600.0,6,2,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
27,8,3600.0,8,4,0.0,1.0,2,Loyal Users,1,0,1,0
27,9,3600.0,9,4,0.2222222222222222,0.0,1,Impulsive Buyers,0,0,0,0
27,10,3600.0,7,4,0.2857142857142857,0.0,3,Hesitant Users,0,0,0,0
28,1,3600.0,8,5,0.375,0.0,1,Impulsive Buyers,0,0,0,0
28,2,3600.0,10,3,0.1,0.0,1,Impulsive Buyers,0,0,0,0
28,3,3600.0,7,3,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
28,4,3600.0,7,3,0.4285714285714285,0.0,3,Hesitant Users,0,0,0,0
28,5,3600.0,7,3,0.0,0.0,0,Explorers,0,0,0,0
28,6,3600.0,9,5,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
28,7,3600.0,8,4,0.25,0.0,1,Impulsive Buyers,0,0,0,0
28,8,3600.0,10,4,0.2,0.0,1,Impulsive Buyers,0,0,0,0
28,9,3600.0,5,2,0.2,0.0,3,Hesitant Users,0,0,0,0
28,10,3600.0,8,7,0.375,0.0,1,Impulsive Buyers,0,1,0,0
29,1,3600.0,10,6,0.1,0.0,1,Impulsive Buyers,0,1,0,0
29,2,3600.0,9,3,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
29,3,3600.0,9,4,0.2222222222222222,0.0,1,Impulsive Buyers,0,0,0,0
29,4,3600.0,7,4,0.4285714285714285,0.0,3,Hesitant Users,0,0,0,0
29,5,3600.0,7,3,0.0,1.0,2,Loyal Users,1,0,1,0
29,6,3600.0,10,7,0.1,0.0,1,Impulsive Buyers,0,1,0,0
29,7,3600.0,5,3,0.6,0.0,3,Hesitant Users,0,0,0,0
29,8,3600.0,9,3,0.0,1.0,2,Loyal Users,1,0,1,0
29,9,3600.0,5,2,0.2,0.0,3,Hesitant Users,0,0,0,0
29,10,3600.0,6,0,0.0,0.0,0,Explorers,0,0,0,0
30,1,3600.0,9,2,0.0,1.0,2,Loyal Users,1,0,1,0
30,2,3600.0,10,4,0.2,0.0,1,Impulsive Buyers,0,0,0,0
30,3,3600.0,5,4,0.2,0.0,3,Hesitant Users,0,0,0,0
30,4,3600.0,5,2,0.0,1.0,2,Loyal Users,0,0,1,0
30,5,3600.0,10,3,0.0,0.0,1,Impulsive Buyers,0,0,0,0
30,6,3600.0,10,5,0.3,0.0,1,Impulsive Buyers,0,0,0,0
30,7,3600.0,7,4,0.0,1.0,2,Loyal Users,1,0,1,0
30,8,3600.0,8,3,0.125,0.0,1,Impulsive Buyers,0,0,0,0
30,9,3600.0,7,1,0.0,0.0,0,Explorers,0,0,0,0
30,10,3600.0,9,5,0.2222222222222222,0.0,1,Impulsive Buyers,0,0,0,0
31,1,3600.0,5,1,0.0,0.0,0,Explorers,0,0,0,0
31,2,3600.0,9,6,0.1111111111111111,0.0,1,Impulsive Buyers,0,1,0,0
31,3,3600.0,7,3,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
31,4,3600.0,9,4,0.1111111111111111,0.0,1,Impulsive Buyers,0,0,0,0
31,5,3600.0,9,2,0.0,1.0,2,Loyal Users,1,0,1,0
31,6,3600.0,6,2,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
31,7,3600.0,8,3,0.125,0.0,1,Impulsive Buyers,0,0,0,0
31,8,3600.0,8,4,0.125,0.0,1,Impulsive Buyers,0,0,0,0
31,9,3600.0,6,2,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
31,10,3600.0,6,2,0.0,1.0,2,Loyal Users,1,0,1,0
32,1,3600.0,8,7,0.25,0.0,1,Impulsive Buyers,0,1,0,0
32,2,3600.0,10,9,0.4,0.0,1,Impulsive Buyers,0,1,0,0
32,3,3600.0,10,5,0.2,0.0,1,Impulsive Buyers,0,0,0,0
32,4,3600.0,5,2,0.0,1.0,2,Loyal Users,0,0,1,0
32,5,3600.0,7,4,0.0,0.0,0,Explorers,0,0,0,0
32,6,3600.0,9,5,0.2222222222222222,0.0,1,Impulsive Buyers,0,0,0,0
32,7,3600.0,8,6,0.125,0.0,1,Impulsive Buyers,0,1,0,0
32,8,3600.0,10,4,0.1,0.0,1,Impulsive Buyers,0,0,0,0
32,9,3600.0,8,3,0.0,1.0,2,Loyal Users,1,0,1,0
32,10,3600.0,5,3,0.2,0.0,3,Hesitant Users,0,0,0,0
33,1,3600.0,9,2,0.1111111111111111,0.0,0,Explorers,0,0,0,0
33,2,3600.0,7,3,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
33,3,3600.0,7,3,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
33,4,3600.0,7,3,0.2857142857142857,0.0,3,Hesitant Users,0,0,0,0
33,5,3600.0,5,2,0.2,0.0,3,Hesitant Users,0,0,0,0
33,6,3600.0,6,3,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
33,7,3600.0,10,4,0.0,1.0,2,Loyal Users,1,0,1,0
33,8,3600.0,8,4,0.125,0.0,1,Impulsive Buyers,0,0,0,0
33,9,3600.0,10,5,0.1,0.0,1,Impulsive Buyers,0,0,0,0
33,10,3600.0,5,3,0.0,1.0,2,Loyal Users,0,0,1,0
34,1,3600.0,7,5,0.1428571428571428,0.0,1,Impulsive Buyers,0,0,0,0
34,2,3600.0,6,3,0.1666666666666666,0.0,3,Hesitant Users,0,0,0,0
34,3,3600.0,7,4,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
34,4,3600.0,7,3,0.1428571428571428,0.0,3,Hesitant Users,0,0,0,0
34,5,3600.0,5,1,0.0,1.0,2,Loyal Users,0,0,1,0
34,6,3600.0,6,3,0.0,1.0,2,Loyal Users,1,0,1,0
34,7,3600.0,7,2,0.0,1.0,2,Loyal Users,1,0,1,0
34,8,3600.0,8,2,0.125,0.0,0,Explorers,0,0,0,0
34,9,3600.0,9,6,0.0,1.0,2,Loyal Users,1,1,1,0
