userid,sessionid,session_duration,click_frequency,product_switch_count,purchase_ratio,cart_abandonment,engagement_score,interaction_density,purchase_intent_score,hesitation_score,clicks_per_minute,switch_rate,engagement_ratio,cluster,user_segment
2,3,3600.0,6,3,0.1666666666666666,0.0,0.0016662038322688,0.4285714285714285,0.0049986114968064,900.0,0.0983606557377049,0.4285714285714285,0.0038787585054478,3,Hesitant Users
2,4,3600.0,5,4,0.0,1.0,0.0013885031935573,0.6666666666666666,0.0055540127742293,720.0,0.081967213114754,0.6666666666666666,0.00207963533733,2,Loyal Users
2,5,3600.0,7,3,0.1428571428571428,0.0,0.0019439044709802,0.375,0.0058317134129408,900.0,0.1147540983606557,0.375,0.0051699586994156,3,Hesitant Users
2,6,3600.0,8,6,0.25,0.0,0.0022216051096917,0.6666666666666666,0.0133296306581505,514.2857142857143,0.1311475409836065,0.6666666666666666,0.003327416539728,1,Impulsive Buyers
2,7,3600.0,9,4,0.3333333333333333,0.0,0.0024993057484032,0.4,0.0099972229936128,720.0,0.1475409836065573,0.4,0.0062326826643471,1,Impulsive Buyers
2,8,3600.0,8,3,0.125,0.0,0.0022216051096917,0.3333333333333333,0.0066648153290752,900.0,0.1311475409836065,0.3333333333333333,0.0066448806870142,3,Hesitant Users
2,9,3600.0,6,2,0.0,1.0,0.0016662038322688,0.2857142857142857,0.0033324076645376,1200.0,0.0983606557377049,0.2857142857142857,0.0058113736053222,2,Loyal Users
2,10,3600.0,9,6,0.2222222222222222,0.0,0.0024993057484032,0.6,0.0149958344904193,514.2857142857143,0.1475409836065573,0.6,0.0041585786163115,1,Impulsive Buyers
3,1,3600.0,6,2,0.1666666666666666,0.0,0.0016662038322688,0.2857142857142857,0.0033324076645376,1200.0,0.0983606557377049,0.2857142857142857,0.0058113736053222,0,Explorers
3,2,3600.0,6,1,0.0,1.0,0.0016662038322688,0.1428571428571428,0.0016662038322688,1800.0,0.0983606557377049,0.1428571428571428,0.0115823503732688,2,Loyal Users
3,3,3600.0,5,1,0.0,0.0,0.0013885031935573,0.1666666666666666,0.0013885031935573,1800.0,0.081967213114754,0.1666666666666666,0.0082813311742982,0,Explorers
3,4,3600.0,5,3,0.6,0.0,0.0013885031935573,0.5,0.004165509580672,900.0,0.081967213114754,0.5,0.0027714634601943,0,Explorers
3,5,3600.0,9,3,0.1111111111111111,0.0,0.0024993057484032,0.3,0.0074979172452096,900.0,0.1475409836065573,0.3,0.0083033413568213,3,Hesitant Users
3,6,3600.0,7,2,0.0,1.0,0.0019439044709802,0.25,0.0038878089419605,1200.0,0.1147540983606557,0.25,0.0077446393266146,2,Loyal Users
3,7,3600.0,5,5,0.2,0.0,0.0013885031935573,0.8333333333333334,0.0069425159677867,600.0,0.081967213114754,0.8333333333333334,0.0016642067841278,3,Hesitant Users
3,8,3600.0,5,3,0.0,1.0,0.0013885031935573,0.5,0.004165509580672,900.0,0.081967213114754,0.5,0.0027714634601943,2,Loyal Users
3,9,3600.0,6,1,0.0,0.0,0.0016662038322688,0.1428571428571428,0.0016662038322688,1800.0,0.0983606557377049,0.1428571428571428,0.0115823503732688,0,Explorers
3,10,3600.0,10,6,0.0,1.0,0.0027770063871146,0.5454545454545454,0.0166620383226881,514.2857142857143,0.1639344262295081,0.5454545454545454,0.0050818616300551,1,Impulsive Buyers
4,1,3600.0,9,3,0.2222222222222222,0.0,0.0024993057484032,0.3,0.0074979172452096,900.0,0.1475409836065573,0.3,0.0083033413568213,3,Hesitant Users
4,2,3600.0,5,1,0.0,1.0,0.0013885031935573,0.1666666666666666,0.0013885031935573,1800.0,0.081967213114754,0.1666666666666666,0.0082813311742982,2,Loyal Users
4,3,3600.0,9,5,0.0,1.0,0.0024993057484032,0.5,0.0124965287420161,600.0,0.1475409836065573,0.5,0.0049886342283497,2,Loyal Users
4,4,3600.0,9,3,0.1111111111111111,0.0,0.0024993057484032,0.3,0.0074979172452096,900.0,0.1475409836065573,0.3,0.0083033413568213,3,Hesitant Users
4,5,3600.0,10,4,0.1,0.0,0.0027770063871146,0.3636363636363636,0.0111080255484587,720.0,0.1639344262295081,0.3636363636363636,0.0076158240484322,1,Impulsive Buyers
4,6,3600.0,10,2,0.1,0.0,0.0027770063871146,0.1818181818181818,0.0055540127742293,1200.0,0.1639344262295081,0.1818181818181818,0.0151899901831236,3,Hesitant Users
4,7,3600.0,5,4,0.2,0.0,0.0013885031935573,0.6666666666666666,0.0055540127742293,720.0,0.081967213114754,0.6666666666666666,0.00207963533733,3,Hesitant Users
4,8,3600.0,8,1,0.0,0.0,0.0022216051096917,0.1111111111111111,0.0022216051096917,1800.0,0.1311475409836065,0.1111111111111111,0.019816101077528,3,Hesitant Users
4,9,3600.0,8,5,0.125,0.0,0.0022216051096917,0.5555555555555556,0.0111080255484587,600.0,0.1311475409836065,0.5555555555555556,0.0039917041300111,1,Impulsive Buyers
4,10,3600.0,10,4,0.2,0.0,0.0027770063871146,0.3636363636363636,0.0111080255484587,720.0,0.1639344262295081,0.3636363636363636,0.0076158240484322,1,Impulsive Buyers
5,1,3600.0,8,2,0.0,1.0,0.0022216051096917,0.2222222222222222,0.0044432102193835,1200.0,0.1311475409836065,0.2222222222222222,0.0099524370269914,2,Loyal Users
5,2,3600.0,7,6,0.0,1.0,0.0019439044709802,0.75,0.0116634268258817,514.2857142857143,0.1147540983606557,0.75,0.0025884213994411,2,Loyal Users
5,3,3600.0,9,2,0.0,1.0,0.0024993057484032,0.2,0.0049986114968064,1200.0,0.1475409836065573,0.2,0.0124343569572299,2,Loyal Users
5,4,3600.0,9,2,0.1111111111111111,0.0,0.0024993057484032,0.2,0.0049986114968064,1200.0,0.1475409836065573,0.2,0.0124343569572299,3,Hesitant Users
5,5,3600.0,9,4,0.2222222222222222,0.0,0.0024993057484032,0.4,0.0099972229936128,720.0,0.1475409836065573,0.4,0.0062326826643471,1,Impulsive Buyers
5,6,3600.0,10,6,0.2,0.0,0.0027770063871146,0.5454545454545454,0.0166620383226881,514.2857142857143,0.1639344262295081,0.5454545454545454,0.0050818616300551,1,Impulsive Buyers
5,7,3600.0,9,4,0.1111111111111111,0.0,0.0024993057484032,0.4,0.0099972229936128,720.0,0.1475409836065573,0.4,0.0062326826643471,1,Impulsive Buyers
5,8,3600.0,6,1,0.0,1.0,0.0016662038322688,0.1428571428571428,0.0016662038322688,1800.0,0.0983606557377049,0.1428571428571428,0.0115823503732688,2,Loyal Users
5,9,3600.0,7,3,0.0,1.0,0.0019439044709802,0.375,0.0058317134129408,900.0,0.1147540983606557,0.375,0.0051699586994156,2,Loyal Users
5,10,3600.0,10,4,0.1,0.0,0.0027770063871146,0.3636363636363636,0.0111080255484587,720.0,0.1639344262295081,0.3636363636363636,0.0076158240484322,1,Impulsive Buyers
6,1,3600.0,7,2,0.1428571428571428,0.0,0.0019439044709802,0.25,0.0038878089419605,1200.0,0.1147540983606557,0.25,0.0077446393266146,3,Hesitant Users
6,2,3600.0,8,2,0.125,0.0,0.0022216051096917,0.2222222222222222,0.0044432102193835,1200.0,0.1311475409836065,0.2222222222222222,0.0099524370269914,3,Hesitant Users
6,3,3600.0,8,1,0.125,0.0,0.0022216051096917,0.1111111111111111,0.0022216051096917,1800.0,0.1311475409836065,0.1111111111111111,0.019816101077528,3,Hesitant Users
6,4,3600.0,9,6,0.5555555555555556,0.0,0.0024993057484032,0.6,0.0149958344904193,514.2857142857143,0.1475409836065573,0.6,0.0041585786163115,1,Impulsive Buyers
6,5,3600.0,10,5,0.2,0.0,0.0027770063871146,0.4545454545454545,0.0138850319355734,600.0,0.1639344262295081,0.4545454545454545,0.0060960028453924,1,Impulsive Buyers
6,6,3600.0,9,3,0.0,1.0,0.0024993057484032,0.3,0.0074979172452096,900.0,0.1475409836065573,0.3,0.0083033413568213,2,Loyal Users
6,7,3600.0,8,3,0.125,0.0,0.0022216051096917,0.3333333333333333,0.0066648153290752,900.0,0.1311475409836065,0.3333333333333333,0.0066448806870142,3,Hesitant Users
6,8,3600.0,7,4,0.2857142857142857,0.0,0.0019439044709802,0.5,0.0077756178839211,720.0,0.1147540983606557,0.5,0.003880048844272,3,Hesitant Users
6,9,3600.0,9,1,0.0,1.0,0.0024993057484032,0.1,0.0024993057484032,1800.0,0.1475409836065573,0.1,0.0247456014693388,2,Loyal Users
6,10,3600.0,8,4,0.375,0.0,0.0022216051096917,0.4444444444444444,0.008886420438767,720.0,0.1311475409836065,0.4444444444444444,0.0049873898695998,3,Hesitant Users
7,1,3600.0,6,4,0.0,1.0,0.0016662038322688,0.5714285714285714,0.0066648153290752,720.0,0.0983606557377049,0.5714285714285714,0.0029107628714453,2,Loyal Users
7,2,3600.0,5,2,0.2,0.0,0.0013885031935573,0.3333333333333333,0.0027770063871146,1200.0,0.081967213114754,0.3333333333333333,0.0041530504293838,0,Explorers
7,3,3600.0,7,4,0.1428571428571428,0.0,0.0019439044709802,0.5,0.0077756178839211,720.0,0.1147540983606557,0.5,0.003880048844272,3,Hesitant Users
7,4,3600.0,8,3,0.25,0.0,0.0022216051096917,0.3333333333333333,0.0066648153290752,900.0,0.1311475409836065,0.3333333333333333,0.0066448806870142,3,Hesitant Users
7,5,3600.0,7,3,0.1428571428571428,0.0,0.0019439044709802,0.375,0.0058317134129408,900.0,0.1147540983606557,0.375,0.0051699586994156,3,Hesitant Users
7,6,3600.0,7,5,0.2857142857142857,0.0,0.0019439044709802,0.625,0.0097195223549014,600.0,0.1147540983606557,0.625,0.0031052787076362,3,Hesitant Users
7,7,3600.0,10,2,0.1,0.0,0.0027770063871146,0.1818181818181818,0.0055540127742293,1200.0,0.1639344262295081,0.1818181818181818,0.0151899901831236,3,Hesitant Users
7,8,3600.0,9,3,0.2222222222222222,0.0,0.0024993057484032,0.3,0.0074979172452096,900.0,0.1475409836065573,0.3,0.0083033413568213,3,Hesitant Users
7,9,3600.0,7,3,0.1428571428571428,0.0,0.0019439044709802,0.375,0.0058317134129408,900.0,0.1147540983606557,0.375,0.0051699586994156,3,Hesitant Users
7,10,3600.0,10,2,0.1,0.0,0.0027770063871146,0.1818181818181818,0.0055540127742293,1200.0,0.1639344262295081,0.1818181818181818,0.0151899901831236,3,Hesitant Users
8,1,3600.0,7,3,0.1428571428571428,0.0,0.0019439044709802,0.375,0.0058317134129408,900.0,0.1147540983606557,0.375,0.0051699586994156,3,Hesitant Users
8,2,3600.0,9,4,0.3333333333333333,0.0,0.0024993057484032,0.4,0.0099972229936128,720.0,0.1475409836065573,0.4,0.0062326826643471,1,Impulsive Buyers
8,3,3600.0,5,1,0.0,1.0,0.0013885031935573,0.1666666666666666,0.0013885031935573,1800.0,0.081967213114754,0.1666666666666666,0.0082813311742982,2,Loyal Users
8,4,3600.0,7,4,0.1428571428571428,0.0,0.0019439044709802,0.5,0.0077756178839211,720.0,0.1147540983606557,0.5,0.003880048844272,3,Hesitant Users
8,5,3600.0,5,2,0.0,1.0,0.0013885031935573,0.3333333333333333,0.0027770063871146,1200.0,0.081967213114754,0.3333333333333333,0.0041530504293838,2,Loyal Users
8,6,3600.0,5,3,0.2,0.0,0.0013885031935573,0.5,0.004165509580672,900.0,0.081967213114754,0.5,0.0027714634601943,0,Explorers
8,7,3600.0,8,4,0.125,0.0,0.0022216051096917,0.4444444444444444,0.008886420438767,720.0,0.1311475409836065,0.4444444444444444,0.0049873898695998,3,Hesitant Users
8,8,3600.0,5,1,0.2,0.0,0.0013885031935573,0.1666666666666666,0.0013885031935573,1800.0,0.081967213114754,0.1666666666666666,0.0082813311742982,0,Explorers
8,9,3600.0,10,9,0.3,0.0,0.0027770063871146,0.8181818181818182,0.0249930574840322,360.0,0.1639344262295081,0.8181818181818182,0.0033899756140563,1,Impulsive Buyers
8,10,3600.0,9,4,0.1111111111111111,0.0,0.0024993057484032,0.4,0.0099972229936128,720.0,0.1475409836065573,0.4,0.0062326826643471,1,Impulsive Buyers
9,1,3600.0,7,0,0.0,0.0,0.0019439044709802,0.0,0.0,3600.0,0.1147540983606557,0.0,1.943904470980283,0,Explorers
9,2,3600.0,7,4,0.1428571428571428,0.0,0.0019439044709802,0.5,0.0077756178839211,720.0,0.1147540983606557,0.5,0.003880048844272,3,Hesitant Users
9,3,3600.0,10,3,0.2,0.0,0.0027770063871146,0.2727272727272727,0.008331019161344,900.0,0.1639344262295081,0.2727272727272727,0.0101451578406714,1,Impulsive Buyers
9,4,3600.0,10,3,0.1,0.0,0.0027770063871146,0.2727272727272727,0.008331019161344,900.0,0.1639344262295081,0.2727272727272727,0.0101451578406714,1,Impulsive Buyers
9,5,3600.0,5,2,0.2,0.0,0.0013885031935573,0.3333333333333333,0.0027770063871146,1200.0,0.081967213114754,0.3333333333333333,0.0041530504293838,0,Explorers
9,6,3600.0,10,6,0.2,0.0,0.0027770063871146,0.5454545454545454,0.0166620383226881,514.2857142857143,0.1639344262295081,0.5454545454545454,0.0050818616300551,1,Impulsive Buyers
9,7,3600.0,7,3,0.2857142857142857,0.0,0.0019439044709802,0.375,0.0058317134129408,900.0,0.1147540983606557,0.375,0.0051699586994156,3,Hesitant Users
9,8,3600.0,10,4,0.1,0.0,0.0027770063871146,0.3636363636363636,0.0111080255484587,720.0,0.1639344262295081,0.3636363636363636,0.0076158240484322,1,Impulsive Buyers
9,9,3600.0,7,5,0.4285714285714285,0.0,0.0019439044709802,0.625,0.0097195223549014,600.0,0.1147540983606557,0.625,0.0031052787076362,3,Hesitant Users
9,10,3600.0,9,6,0.3333333333333333,0.0,0.0024993057484032,0.6,0.0149958344904193,514.2857142857143,0.1475409836065573,0.6,0.0041585786163115,1,Impulsive Buyers
10,1,3600.0,6,2,0.0,1.0,0.0016662038322688,0.2857142857142857,0.0033324076645376,1200.0,0.0983606557377049,0.2857142857142857,0.0058113736053222,2,Loyal Users
10,2,3600.0,9,2,0.0,0.0,0.0024993057484032,0.2,0.0049986114968064,1200.0,0.1475409836065573,0.2,0.0124343569572299,3,Hesitant Users
10,3,3600.0,10,4,0.2,0.0,0.0027770063871146,0.3636363636363636,0.0111080255484587,720.0,0.1639344262295081,0.3636363636363636,0.0076158240484322,1,Impulsive Buyers
10,4,3600.0,8,5,0.375,0.0,0.0022216051096917,0.5555555555555556,0.0111080255484587,600.0,0.1311475409836065,0.5555555555555556,0.0039917041300111,1,Impulsive Buyers
10,5,3600.0,7,2,0.0,1.0,0.0019439044709802,0.25,0.0038878089419605,1200.0,0.1147540983606557,0.25,0.0077446393266146,2,Loyal Users
10,6,3600.0,10,6,0.4,0.0,0.0027770063871146,0.5454545454545454,0.0166620383226881,514.2857142857143,0.1639344262295081,0.5454545454545454,0.0050818616300551,1,Impulsive Buyers
10,7,3600.0,6,5,0.5,0.0,0.0016662038322688,0.7142857142857143,0.008331019161344,600.0,0.0983606557377049,0.7142857142857143,0.0023294241713364,3,Hesitant Users
10,8,3600.0,6,0,0.0,0.0,0.0016662038322688,0.0,0.0,3600.0,0.0983606557377049,0.0,1.6662038322688142,0,Explorers
10,9,3600.0,10,5,0.3,0.0,0.0027770063871146,0.4545454545454545,0.0138850319355734,600.0,0.1639344262295081,0.4545454545454545,0.0060960028453924,1,Impulsive Buyers
10,10,3600.0,9,4,0.3333333333333333,0.0,0.0024993057484032,0.4,0.0099972229936128,720.0,0.1475409836065573,0.4,0.0062326826643471,1,Impulsive Buyers
11,1,3600.0,6,2,0.0,1.0,0.0016662038322688,0.2857142857142857,0.0033324076645376,1200.0,0.0983606557377049,0.2857142857142857,0.0058113736053222,2,Loyal Users
11,2,3600.0,7,0,0.0,0.0,0.0019439044709802,0.0,0.0,3600.0,0.1147540983606557,0.0,1.943904470980283,0,Explorers
11,3,3600.0,8,4,0.125,0.0,0.0022216051096917,0.4444444444444444,0.008886420438767,720.0,0.1311475409836065,0.4444444444444444,0.0049873898695998,3,Hesitant Users
11,4,3600.0,8,5,0.25,0.0,0.0022216051096917,0.5555555555555556,0.0111080255484587,600.0,0.1311475409836065,0.5555555555555556,0.0039917041300111,1,Impulsive Buyers
11,5,3600.0,9,2,0.0,1.0,0.0024993057484032,0.2,0.0049986114968064,1200.0,0.1475409836065573,0.2,0.0124343569572299,2,Loyal Users
11,6,3600.0,10,3,0.1,0.0,0.0027770063871146,0.2727272727272727,0.008331019161344,900.0,0.1639344262295081,0.2727272727272727,0.0101451578406714,1,Impulsive Buyers
11,7,3600.0,10,7,0.1,0.0,0.0027770063871146,0.6363636363636364,0.0194390447098028,450.0,0.1639344262295081,0.6363636363636364,0.0043570204333563,1,Impulsive Buyers
11,8,3600.0,10,2,0.1,0.0,0.0027770063871146,0.1818181818181818,0.0055540127742293,1200.0,0.1639344262295081,0.1818181818181818,0.0151899901831236,3,Hesitant Users
11,9,3600.0,8,5,0.25,0.0,0.0022216051096917,0.5555555555555556,0.0111080255484587,600.0,0.1311475409836065,0.5555555555555556,0.0039917041300111,1,Impulsive Buyers
11,10,3600.0,9,5,0.1111111111111111,0.0,0.0024993057484032,0.5,0.0124965287420161,600.0,0.1475409836065573,0.5,0.0049886342283497,1,Impulsive Buyers
12,1,3600.0,8,3,0.0,1.0,0.0022216051096917,0.3333333333333333,0.0066648153290752,900.0,0.1311475409836065,0.3333333333333333,0.0066448806870142,2,Loyal Users
12,2,3600.0,10,3,0.1,0.0,0.0027770063871146,0.2727272727272727,0.008331019161344,900.0,0.1639344262295081,0.2727272727272727,0.0101451578406714,1,Impulsive Buyers
12,3,3600.0,6,0,0.0,0.0,0.0016662038322688,0.0,0.0,3600.0,0.0983606557377049,0.0,1.6662038322688142,0,Explorers
12,4,3600.0,8,3,0.0,1.0,0.0022216051096917,0.3333333333333333,0.0066648153290752,900.0,0.1311475409836065,0.3333333333333333,0.0066448806870142,2,Loyal Users
12,5,3600.0,5,4,0.4,0.0,0.0013885031935573,0.6666666666666666,0.0055540127742293,720.0,0.081967213114754,0.6666666666666666,0.00207963533733,3,Hesitant Users
12,6,3600.0,8,4,0.375,0.0,0.0022216051096917,0.4444444444444444,0.008886420438767,720.0,0.1311475409836065,0.4444444444444444,0.0049873898695998,3,Hesitant Users
12,7,3600.0,10,5,0.0,1.0,0.0027770063871146,0.4545454545454545,0.0138850319355734,600.0,0.1639344262295081,0.4545454545454545,0.0060960028453924,2,Loyal Users
12,8,3600.0,8,6,0.5,0.0,0.0022216051096917,0.6666666666666666,0.0133296306581505,514.2857142857143,0.1311475409836065,0.6666666666666666,0.003327416539728,1,Impulsive Buyers
12,9,3600.0,9,5,0.1111111111111111,0.0,0.0024993057484032,0.5,0.0124965287420161,600.0,0.1475409836065573,0.5,0.0049886342283497,1,Impulsive Buyers
12,10,3600.0,8,2,0.125,0.0,0.0022216051096917,0.2222222222222222,0.0044432102193835,1200.0,0.1311475409836065,0.2222222222222222,0.0099524370269914,3,Hesitant Users
13,1,3600.0,6,4,0.1666666666666666,0.0,0.0016662038322688,0.5714285714285714,0.0066648153290752,720.0,0.0983606557377049,0.5714285714285714,0.0029107628714453,3,Hesitant Users
13,2,3600.0,5,3,0.0,1.0,0.0013885031935573,0.5,0.004165509580672,900.0,0.081967213114754,0.5,0.0027714634601943,2,Loyal Users
13,3,3600.0,8,4,0.125,0.0,0.0022216051096917,0.4444444444444444,0.008886420438767,720.0,0.1311475409836065,0.4444444444444444,0.0049873898695998,3,Hesitant Users
13,4,3600.0,6,3,0.3333333333333333,0.0,0.0016662038322688,0.4285714285714285,0.0049986114968064,900.0,0.0983606557377049,0.4285714285714285,0.0038787585054478,3,Hesitant Users
13,5,3600.0,5,3,0.4,0.0,0.0013885031935573,0.5,0.004165509580672,900.0,0.081967213114754,0.5,0.0027714634601943,0,Explorers
13,6,3600.0,7,3,0.1428571428571428,0.0,0.0019439044709802,0.375,0.0058317134129408,900.0,0.1147540983606557,0.375,0.0051699586994156,3,Hesitant Users
13,7,3600.0,9,5,0.0,1.0,0.0024993057484032,0.5,0.0124965287420161,600.0,0.1475409836065573,0.5,0.0049886342283497,2,Loyal Users
13,8,3600.0,5,3,0.2,0.0,0.0013885031935573,0.5,0.004165509580672,900.0,0.081967213114754,0.5,0.0027714634601943,0,Explorers
13,9,3600.0,10,6,0.4,0.0,0.0027770063871146,0.5454545454545454,0.0166620383226881,514.2857142857143,0.1639344262295081,0.5454545454545454,0.0050818616300551,1,Impulsive Buyers
13,10,3600.0,6,2,0.0,0.0,0.0016662038322688,0.2857142857142857,0.0033324076645376,1200.0,0.0983606557377049,0.2857142857142857,0.0058113736053222,0,Explorers
14,1,3600.0,9,5,0.1111111111111111,0.0,0.0024993057484032,0.5,0.0124965287420161,600.0,0.1475409836065573,0.5,0.0049886342283497,1,Impulsive Buyers
14,2,3600.0,7,5,0.0,1.0,0.0019439044709802,0.625,0.0097195223549014,600.0,0.1147540983606557,0.625,0.0031052787076362,2,Loyal Users
14,3,3600.0,8,3,0.0,1.0,0.0022216051096917,0.3333333333333333,0.0066648153290752,900.0,0.1311475409836065,0.3333333333333333,0.0066448806870142,2,Loyal Users
14,4,3600.0,9,2,0.1111111111111111,0.0,0.0024993057484032,0.2,0.0049986114968064,1200.0,0.1475409836065573,0.2,0.0124343569572299,3,Hesitant Users
14,5,3600.0,10,4,0.1,0.0,0.0027770063871146,0.3636363636363636,0.0111080255484587,720.0,0.1639344262295081,0.3636363636363636,0.0076158240484322,1,Impulsive Buyers
14,6,3600.0,10,2,0.1,0.0,0.0027770063871146,0.1818181818181818,0.0055540127742293,1200.0,0.1639344262295081,0.1818181818181818,0.0151899901831236,3,Hesitant Users
14,7,3600.0,10,3,0.0,1.0,0.0027770063871146,0.2727272727272727,0.008331019161344,900.0,0.1639344262295081,0.2727272727272727,0.0101451578406714,2,Loyal Users
14,8,3600.0,8,2,0.0,1.0,0.0022216051096917,0.2222222222222222,0.0044432102193835,1200.0,0.1311475409836065,0.2222222222222222,0.0099524370269914,2,Loyal Users
14,9,3600.0,7,2,0.1428571428571428,0.0,0.0019439044709802,0.25,0.0038878089419605,1200.0,0.1147540983606557,0.25,0.0077446393266146,3,Hesitant Users
14,10,3600.0,9,6,0.3333333333333333,0.0,0.0024993057484032,0.6,0.0149958344904193,514.2857142857143,0.1475409836065573,0.6,0.0041585786163115,1,Impulsive Buyers
15,1,3600.0,5,1,0.2,0.0,0.0013885031935573,0.1666666666666666,0.0013885031935573,1800.0,0.081967213114754,0.1666666666666666,0.0082813311742982,0,Explorers
15,2,3600.0,10,6,0.2,0.0,0.0027770063871146,0.5454545454545454,0.0166620383226881,514.2857142857143,0.1639344262295081,0.5454545454545454,0.0050818616300551,1,Impulsive Buyers
15,3,3600.0,6,2,0.0,1.0,0.0016662038322688,0.2857142857142857,0.0033324076645376,1200.0,0.0983606557377049,0.2857142857142857,0.0058113736053222,2,Loyal Users
15,4,3600.0,6,2,0.0,0.0,0.0016662038322688,0.2857142857142857,0.0033324076645376,1200.0,0.0983606557377049,0.2857142857142857,0.0058113736053222,0,Explorers
15,5,3600.0,7,4,0.2857142857142857,0.0,0.0019439044709802,0.5,0.0077756178839211,720.0,0.1147540983606557,0.5,0.003880048844272,3,Hesitant Users
15,6,3600.0,8,4,0.375,0.0,0.0022216051096917,0.4444444444444444,0.008886420438767,720.0,0.1311475409836065,0.4444444444444444,0.0049873898695998,3,Hesitant Users
15,7,3600.0,7,4,0.2857142857142857,0.0,0.0019439044709802,0.5,0.0077756178839211,720.0,0.1147540983606557,0.5,0.003880048844272,3,Hesitant Users
15,8,3600.0,9,3,0.1111111111111111,0.0,0.0024993057484032,0.3,0.0074979172452096,900.0,0.1475409836065573,0.3,0.0083033413568213,3,Hesitant Users
15,9,3600.0,6,2,0.0,1.0,0.0016662038322688,0.2857142857142857,0.0033324076645376,1200.0,0.0983606557377049,0.2857142857142857,0.0058113736053222,2,Loyal Users
15,10,3600.0,7,4,0.1428571428571428,0.0,0.0019439044709802,0.5,0.0077756178839211,720.0,0.1147540983606557,0.5,0.003880048844272,3,Hesitant Users
16,1,3600.0,7,3,0.1428571428571428,0.0,0.0019439044709802,0.375,0.0058317134129408,900.0,0.1147540983606557,0.375,0.0051699586994156,3,Hesitant Users
16,2,3600.0,8,3,0.125,0.0,0.0022216051096917,0.3333333333333333,0.0066648153290752,900.0,0.1311475409836065,0.3333333333333333,0.0066448806870142,3,Hesitant Users
16,3,3600.0,10,4,0.1,0.0,0.0027770063871146,0.3636363636363636,0.0111080255484587,720.0,0.1639344262295081,0.3636363636363636,0.0076158240484322,1,Impulsive Buyers
16,4,3600.0,5,2,0.2,0.0,0.0013885031935573,0.3333333333333333,0.0027770063871146,1200.0,0.081967213114754,0.3333333333333333,0.0041530504293838,0,Explorers
16,5,3600.0,7,2,0.0,1.0,0.0019439044709802,0.25,0.0038878089419605,1200.0,0.1147540983606557,0.25,0.0077446393266146,2,Loyal Users
16,6,3600.0,7,3,0.1428571428571428,0.0,0.0019439044709802,0.375,0.0058317134129408,900.0,0.1147540983606557,0.375,0.0051699586994156,3,Hesitant Users
16,7,3600.0,9,3,0.1111111111111111,0.0,0.0024993057484032,0.3,0.0074979172452096,900.0,0.1475409836065573,0.3,0.0083033413568213,3,Hesitant Users
16,8,3600.0,10,3,0.2,0.0,0.0027770063871146,0.2727272727272727,0.008331019161344,900.0,0.1639344262295081,0.2727272727272727,0.0101451578406714,1,Impulsive Buyers
16,9,3600.0,9,5,0.0,1.0,0.0024993057484032,0.5,0.0124965287420161,600.0,0.1475409836065573,0.5,0.0049886342283497,2,Loyal Users
